SHIV JI 						
						
MANTRA 						
	हनुमान मंत्र	संकट कटे मिटे सब पीरा, जो सुमिरै हनुमत बलबीरा	पैनिक अटैक और डर दूर करने के लिए।	https://youtu.be/D46fCp06EfE?si=5_BNw_uMCsqb0prg		
	असतो मा	ॐ असतो मा सद्गमय । तमसो मा ज्योतिर्गमय । मृत्योर्मा अमृतं गमय ॥ ॐ शान्तिः शान्तिः शान्तिः ॥	आध्यात्मिक जागृति	https://youtu.be/Vwyo62x9yC4?si=M6kkN6Ue85KVUV8i		
	गुरु मंत्र	गुरुर्ब्रह्मा गुरुर्विष्णुः गुरुर्देवो महेश्वरः	जीवन में स्थिरता और मार्गदर्शन के लिए।	https://youtu.be/jXPk7TnZC4c?si=3IMkISoz8uz7DN_R		
	निर्वाण षटकम	चिदानन्दरूपः शिवोऽहम् शिवोऽहम्	अहंकार मुक्ति और परम शांति के लिए।	https://youtu.be/evTvChlKhwU?si=wgMr2Xt6m0Iqp9nf		
	महालक्ष्मी बीज मंत्र	ॐ श्रीं ह्रीं श्रीं कमले कमलालये प्रसीद प्रसीद ॐ श्रीं ह्रीं श्रीं महालक्ष्मयै नम:।	संतोष और मानसिक समृद्धि के लिए।	https://youtu.be/bcs4geISuy0?si=iIlUMsgUwP0VAQdf		
	सो-हम मंत्र	सो-हम	सांस को नियंत्रित कर मन शांत करता है।	https://youtu.be/0RuobL60yXw?si=YucAR53psxKFia7Z		
	दुर्गा मंत्र	ॐ दुं दुर्गायै नमः	सुरक्षा और मानसिक शक्ति के लिए।	https://youtu.be/jB4aaP2X7S4?si=fNw_s_3Ep9aH-uJZ		
	रा मा दा सा	रा मा दा सा सा से सो हंग	भावनात्मक उपचार और शांति के लिए।	https://youtu.be/Q4O3nI0bEWo?si=_xW_NCBXUyH3J6Em		
	अहं ब्रह्मास्मि	अहं ब्रह्मास्मि	आत्म-साक्षात्कार और चिंता निवारण।	https://youtu.be/25jTq5q9xTg?si=vzbCaQs5brOhmYv9		
	राम मंत्र	श्री राम जय राम जय जय राम	मन को पवित्र और शांत करने के लिए।	https://youtu.be/-1udu-1LpOo?si=pmbGDDSFyq5uJhX0		
	कृष्ण शरणम	श्री कृष्ण शरणं मम	समर्पण और तनाव-मुक्त रहने के लिए।	https://youtu.be/1y2tRqtND1Y?si=wVq_YTMXmSeZFrYr		
	नारायण मंत्र	ॐ नमो नारायणाय	आंतरिक संतुलन और सद्भाव के लिए।	https://youtu.be/BLn-f2DZN4Y?si=tdz0GGjNGQIWYzX4		
	त्वमेव माता च पिता त्वमेव	त्वमेव माता च पिता त्वमेव, त्वमेव बन्धुश्च सखा त्वमेव। त्वमेव विद्या द्रविणं त्वमेव, त्वमेव सर्वं मम देव देव॥	अकेलापन दूर करने और सहारा पाने के लिए।	https://youtu.be/JSVctoNlPKs?si=W7kvcuUvTsv_KM5A		
	अच्युतम केशवम	अच्युतम केशवम कृष्ण दामोदरम	भक्ति और मानसिक विश्राम के लिए।	https://youtu.be/3yczGKnskts?si=kXnjK3iThd_asoFy		
	गणेश बीज	ॐ गं गणपतये नमः	नकारात्मक ऊर्जा को खत्म करने के लिए।	https://youtu.be/Naruxgq6oMU?si=FcMrbfkDJoW6MNjX		
						
📜 Stotram / Ashtakam						
						
क्रम संख्या	नाम	प्रकार	मुख्य लाभ	यूट्यूब लिंक		
1	निर्वाण षटकम	स्तोत्रम	मन को विचारों से मुक्त कर शून्य (Silence) की अवस्था में ले जाता है।	https://youtu.be/nkH47o7C8ew?si=9laW-JgmfyfmaMTO		
2	लिंगाष्टकम	अष्टकम	इसकी लय सांसों को स्थिर करती है, जो गहरे ध्यान के लिए उत्तम है।	https://youtu.be/gW-Cz2AIWOs?si=J6a3b6OtnI-WH5RG		
3	शिव मानस पूजा	स्तोत्रम	मानसिक एकाग्रता बढ़ाता है क्योंकि इसमें मन से ही पूजा की जाती है।	https://youtu.be/zukqadAe9N8?si=M1D-iNfUXiTaOKDm		
4	मधुराष्टकम	अष्टकम	मन के क्रोध और कड़वाहट को शांत कर उसे मधुरता से भर देता है।	https://youtu.be/sdZpM8paUnM?si=nAeAA34E_6X4S8uO		
5	नारायण स्तोत्रम	स्तोत्रम	चिंता (Anxiety) और अशांति को दूर कर हृदय को सुकून देता है।	https://youtu.be/gsHIPGDctJ0?si=lAIFco1_0UhAKruS		
6	गुरुवाष्टकम	अष्टकम	वैराग्य और शांति का भाव जगाता है, जिससे बाहरी तनाव असर नहीं करता।	https://youtu.be/pv7ZiedzncE?si=qJEhamSNR06brz_v		
7	दक्षिणमूर्ति स्तोत्रम	स्तोत्रम	यह 'मौन के देवता' का पाठ है, जो आत्म-ज्ञान और आंतरिक मौन देता है।	https://youtu.be/LNrQLgfTGJA?si=Ny6Y5AKVVghnbuXG		
8	राम अष्टकम	अष्टकम	मन के भीतर के अनुशासन और मानसिक शक्ति को जागृत करता है।	https://youtu.be/EvfGBluQkSk?si=7z6NrixCl74aIvH_		
9	बिलवाष्टकम	अष्टकम	एकाग्रता (Focus) बढ़ाने और संकल्प को मजबूत करने के लिए प्रभावी है।	https://youtu.be/rZVj0e-KP2Y?si=3qFzBksINIHjQhL9		
10	कृष्ण अष्टकम	अष्टकम	मन को भक्ति के आनंद में डुबोकर नकारात्मकता से दूर ले जाता है।	https://youtu.be/PvdeDNeCiQc?si=GEiACiPyXCFv9oen		
						
						
🙏 Stuti						
क्रम संख्या	स्तुति का नाम	पूरा मंत्र / पहली पंक्ति	शांति/ध्यान में महत्व	यूट्यूब लिंक		
1	कर दर्शन स्तुति	कराग्रे वसते लक्ष्मी: करमध्ये सरस्वती। करमूले तु गोविन्द: प्रभाते करदर्शनम्॥	दिन की शुरुआत में मन को एकाग्र (Focus) करने और शांति के लिए सबसे श्रेष्ठ।	https://youtu.be/UJZZyryDK00?si=pS4DwK9XFn84QOnQ		
2	श्री राम स्तुति	श्री रामचंद्र कृपालु भजु मन हरण भवभय दारुणम्	मन के गहरे तनाव और अशांति को कोमलता से शांत करती है।	https://youtu.be/leVoi6kkp3o?si=v3atP52xIcpUEFs8		
3	शिव रुद्राष्टकम स्तुति	नमामीशमीशान निर्वाण रूपं, विभुं व्यापकं ब्रह्म वेद स्वरूपम्	ऊर्जा को स्थिर (Grounding) करती है और ध्यान को गहरा बनाती है।	https://youtu.be/8xvbnfVIJL4?si=nj45iNF3J8MaTlA_		
4	नारायण स्तुति	शांताकारं भुजगशयनं पद्मनाभं सुरेशं...	मन में 'शांति' और 'संतुष्टि' का भाव पैदा करने के लिए।	https://youtu.be/Im5TK-glA9M?si=9nkexVkWvXGF3cUA		
5	शिव मानस स्तुति	रत्नैः कल्पितमासनं हिमजलैः स्नानं च दिव्याम्बरं...	यह मन के अंदर की कल्पना शक्ति को शांत और स्थिर करती है।	https://youtu.be/HblVEP-ecEo?si=XaU9U-v4WoR7-NDE		
6	सरस्वती स्तुति	या कुन्देन्दुतुषारहारधवला या शुभ्रवस्त्रावृता...	मानसिक स्पष्टता और दिमाग को ठंडा रखने के लिए प्रभावी।	https://youtu.be/Njc1Hu6WPDU?si=2e_xq2AoGxLJomUg		
7	विष्णु मंगल स्तुति	मंगलम भगवान विष्णुः, मंगलम गरुडध्वजः...	शुभ ऊर्जा का संचार करती है जिससे ध्यान भटकना बंद होता है।	https://youtu.be/cMhYGo0T2nY?si=pRQzRi7ZNpSUe4nN		
